filename,width,height,class,xmin,ymin,xmax,ymax
back_fisheye_image_0011.jpg,640,480,can,386,313,437,352
back_fisheye_image_0012.jpg,640,480,can,292,309,346,342
back_fisheye_image_0013.jpg,640,480,can,290,311,339,346
back_fisheye_image_0014.jpg,640,480,can,290,307,339,340
back_fisheye_image_0015.jpg,640,480,can,291,303,342,342
back_fisheye_image_0016.jpg,640,480,can,302,307,357,342
back_fisheye_image_0017.jpg,640,480,can,276,306,333,342
back_fisheye_image_0018.jpg,640,480,can,290,304,344,342
back_fisheye_image_0019.jpg,640,480,can,290,305,342,342
back_fisheye_image_0020.jpg,640,480,can,289,305,343,343
back_fisheye_image_0021.jpg,640,480,can,315,301,369,327
back_fisheye_image_0022.jpg,640,480,can,300,328,363,368
back_fisheye_image_0023.jpg,640,480,can,294,329,361,374
back_fisheye_image_0024.jpg,640,480,can,293,330,354,370
back_fisheye_image_0025.jpg,640,480,can,296,329,356,369
back_fisheye_image_0028.jpg,640,480,can,313,133,369,176
back_fisheye_image_0029.jpg,640,480,can,307,103,372,149
back_fisheye_image_0030.jpg,640,480,can,314,106,365,148
back_fisheye_image_0032.jpg,640,480,can,340,127,398,174
back_fisheye_image_0033.jpg,640,480,can,296,122,367,166
back_fisheye_image_0034.jpg,640,480,can,309,111,367,150
back_fisheye_image_0035.jpg,640,480,can,306,108,369,152
back_fisheye_image_0036.jpg,640,480,can,311,131,368,179
back_fisheye_image_0037.jpg,640,480,can,309,339,367,383
back_fisheye_image_0038.jpg,640,480,can,308,133,371,174
back_fisheye_image_0039.jpg,640,480,can,303,336,366,380
back_fisheye_image_0040.jpg,640,480,can,301,329,368,378
back_fisheye_image_0041.jpg,640,480,can,301,295,365,337
back_fisheye_image_0043.jpg,640,480,can,303,325,366,372
back_fisheye_image_0044.jpg,640,480,can,302,329,361,372
back_fisheye_image_0045.jpg,640,480,can,307,327,366,373
back_fisheye_image_0046.jpg,640,480,can,305,335,364,376
back_fisheye_image_0047.jpg,640,480,can,271,332,328,378
back_fisheye_image_0049.jpg,640,480,can,294,327,352,373
back_fisheye_image_0050.jpg,640,480,can,294,327,352,372
back_fisheye_image_0051.jpg,640,480,can,296,330,352,369
back_fisheye_image_0052.jpg,640,480,can,290,328,352,371
back_fisheye_image_0053.jpg,640,480,can,293,326,354,373
back_fisheye_image_0054.jpg,640,480,can,297,327,354,373
back_fisheye_image_0055.jpg,640,480,can,289,333,351,374
back_fisheye_image_0056.jpg,640,480,can,307,323,372,373
back_fisheye_image_0057.jpg,640,480,can,335,307,386,350
back_fisheye_image_0058.jpg,640,480,can,400,322,460,375
back_fisheye_image_0059.jpg,640,480,can,450,344,538,405
back_fisheye_image_0061.jpg,640,480,can,275,346,356,409
back_fisheye_image_0062.jpg,640,480,can,304,370,383,436
back_fisheye_image_0063.jpg,640,480,can,282,406,379,480
back_fisheye_image_0067.jpg,640,480,can,306,351,405,440
back_fisheye_image_0068.jpg,640,480,can,292,384,401,476
back_fisheye_image_0073.jpg,640,480,can,240,311,332,376
back_fisheye_image_0074.jpg,640,480,can,280,397,361,456
back_fisheye_image_0075.jpg,640,480,can,255,392,337,453
back_fisheye_image_0076.jpg,640,480,can,207,394,299,448
back_fisheye_image_0077.jpg,640,480,can,223,385,311,448
back_fisheye_image_0078.jpg,640,480,can,301,271,379,316
back_fisheye_image_0079.jpg,640,480,can,287,374,366,429
back_fisheye_image_0081.jpg,640,480,can,254,370,345,421
back_fisheye_image_0082.jpg,640,480,can,239,387,328,440
back_fisheye_image_0084.jpg,640,480,can,286,376,348,458
back_fisheye_image_0085.jpg,640,480,can,339,334,387,408
back_fisheye_image_0086.jpg,640,480,can,348,330,385,398
back_fisheye_image_0087.jpg,640,480,can,334,329,380,403
back_fisheye_image_0088.jpg,640,480,can,310,330,354,407
back_fisheye_image_0089.jpg,640,480,can,309,314,340,369
back_fisheye_image_0090.jpg,640,480,can,290,282,324,336
back_fisheye_image_0091.jpg,640,480,can,303,282,343,338
back_fisheye_image_0092.jpg,640,480,can,297,282,338,335
back_fisheye_image_0093.jpg,640,480,can,208,408,251,475
back_fisheye_image_0096.jpg,640,480,can,203,173,240,232
back_fisheye_image_0097.jpg,640,480,can,112,306,170,360
back_fisheye_image_0098.jpg,640,480,can,149,245,187,305
back_fisheye_image_0099.jpg,640,480,can,267,295,308,349
back_fisheye_image_0100.jpg,640,480,can,152,327,189,398
back_fisheye_image_0101.jpg,640,480,can,234,238,268,295
back_fisheye_image_0102.jpg,640,480,can,103,379,147,455
back_fisheye_image_0103.jpg,640,480,can,128,373,175,440
back_fisheye_image_0104.jpg,640,480,can,109,320,153,386
back_fisheye_image_0105.jpg,640,480,can,125,289,168,346
back_fisheye_image_0107.jpg,640,480,can,121,286,159,339
back_fisheye_image_0108.jpg,640,480,can,145,209,188,269
back_fisheye_image_0109.jpg,640,480,can,206,277,246,331
back_fisheye_image_0110.jpg,640,480,can,172,265,211,326
back_fisheye_image_0111.jpg,640,480,can,166,272,202,321
back_fisheye_image_0112.jpg,640,480,can,265,284,300,337
back_fisheye_image_0113.jpg,640,480,can,105,405,159,470
back_fisheye_image_0114.jpg,640,480,can,235,235,272,287
back_fisheye_image_0115.jpg,640,480,can,136,404,183,469
back_fisheye_image_0116.jpg,640,480,can,165,228,210,288
back_fisheye_image_0117.jpg,640,480,can,274,287,315,337
back_fisheye_image_0118.jpg,640,480,can,289,284,327,332
back_fisheye_image_0120.jpg,640,480,can,293,284,328,326
back_fisheye_image_0121.jpg,640,480,can,292,284,325,334
back_fisheye_image_0122.jpg,640,480,can,249,291,287,339
back_fisheye_image_0123.jpg,640,480,can,222,306,263,360
back_fisheye_image_0124.jpg,640,480,can,150,326,200,389
back_fisheye_image_0125.jpg,640,480,can,167,332,223,398
back_fisheye_image_0126.jpg,640,480,can,225,369,282,458
back_fisheye_image_0127.jpg,640,480,can,219,382,278,470
back_fisheye_image_0128.jpg,640,480,can,235,416,296,480
back_fisheye_image_0129.jpg,640,480,can,382,421,441,480
back_fisheye_image_0130.jpg,640,480,can,332,423,384,480
back_fisheye_image_0134.jpg,640,480,can,419,355,459,434
back_fisheye_image_0135.jpg,640,480,can,369,330,410,399
back_fisheye_image_0136.jpg,640,480,can,332,323,374,389
back_fisheye_image_0138.jpg,640,480,can,249,337,282,405
back_fisheye_image_0139.jpg,640,480,can,251,348,292,419
back_fisheye_image_0140.jpg,640,480,can,288,321,326,388
back_fisheye_image_0141.jpg,640,480,can,220,299,257,357
back_fisheye_image_0142.jpg,640,480,can,240,279,281,335
back_fisheye_image_0144.jpg,640,480,can,272,261,296,298
back_fisheye_image_0145.jpg,640,480,can,256,269,285,308
back_fisheye_image_0146.jpg,640,480,can,272,268,297,313
back_fisheye_image_0147.jpg,640,480,can,331,268,355,312
back_fisheye_image_0148.jpg,640,480,can,415,280,443,330
back_fisheye_image_0149.jpg,640,480,can,390,272,423,321
back_fisheye_image_0150.jpg,640,480,can,362,266,387,312
back_fisheye_image_0151.jpg,640,480,can,426,281,457,328
back_fisheye_image_0152.jpg,640,480,can,453,288,487,340
back_fisheye_image_0153.jpg,640,480,can,463,315,504,379
back_fisheye_image_0154.jpg,640,480,can,328,306,361,359
back_fisheye_image_0155.jpg,640,480,can,319,306,346,361
back_fisheye_image_0156.jpg,640,480,can,311,308,343,358
back_fisheye_image_0157.jpg,640,480,can,312,306,343,357
back_fisheye_image_0159.jpg,640,480,can,311,304,345,360
back_fisheye_image_0160.jpg,640,480,can,312,301,342,353
back_fisheye_image_0161.jpg,640,480,can,306,233,346,281
back_fisheye_image_0162.jpg,640,480,can,311,204,342,256
back_fisheye_image_0163.jpg,640,480,can,221,304,258,365
back_fisheye_image_0164.jpg,640,480,can,301,288,334,335
back_fisheye_image_0165.jpg,640,480,can,310,215,348,275
back_fisheye_image_0166.jpg,640,480,can,306,182,349,239
back_fisheye_image_0167.jpg,640,480,can,245,228,288,283
back_fisheye_image_0168.jpg,640,480,can,262,154,299,211
back_fisheye_image_0172.jpg,640,480,can,163,426,217,480
back_fisheye_image_0176.jpg,640,480,can,258,411,301,480
back_fisheye_image_0179.jpg,640,480,can,264,273,303,323
back_fisheye_image_0181.jpg,640,480,can,305,187,342,243
back_fisheye_image_0182.jpg,640,480,can,301,132,343,192
back_fisheye_image_0183.jpg,640,480,can,287,210,325,268
back_fisheye_image_0185.jpg,640,480,can,312,252,347,320
back_fisheye_image_0186.jpg,640,480,can,309,311,343,368
back_fisheye_image_0188.jpg,640,480,can,310,297,344,353
back_fisheye_image_0190.jpg,640,480,can,309,307,341,361
back_fisheye_image_0191.jpg,640,480,can,309,305,343,362
back_fisheye_image_0192.jpg,640,480,can,305,306,345,366
back_fisheye_image_0193.jpg,640,480,can,311,308,344,362
back_fisheye_image_0194.jpg,640,480,can,306,308,344,363
frontright_fisheye_image_0013.jpg,480,640,can,64,100,103,153
frontright_fisheye_image_0014.jpg,480,640,can,208,56,245,115
frontright_fisheye_image_0015.jpg,480,640,can,356,1,396,50
frontright_fisheye_image_0016.jpg,480,640,can,348,1,392,52
frontright_fisheye_image_0017.jpg,480,640,can,345,1,387,54
frontright_fisheye_image_0018.jpg,480,640,can,337,1,382,56
frontright_fisheye_image_0019.jpg,480,640,can,340,1,374,56
frontright_fisheye_image_0020.jpg,480,640,can,336,1,379,56
frontright_fisheye_image_0021.jpg,480,640,can,340,1,373,60
frontright_fisheye_image_0022.jpg,480,640,can,340,1,380,58
frontright_fisheye_image_0023.jpg,480,640,can,346,9,378,76
frontright_fisheye_image_0026.jpg,480,640,can,343,62,366,106
frontright_fisheye_image_0029.jpg,480,640,can,337,59,364,103
frontright_fisheye_image_0030.jpg,480,640,can,341,63,360,104
frontright_fisheye_image_0031.jpg,480,640,can,340,63,364,109
frontright_fisheye_image_0032.jpg,480,640,can,342,62,359,105
frontright_fisheye_image_0033.jpg,480,640,can,341,60,360,106
frontright_fisheye_image_0034.jpg,480,640,can,343,62,364,108
frontright_fisheye_image_0035.jpg,480,640,can,341,64,363,108
frontright_fisheye_image_0036.jpg,480,640,can,341,64,362,106
frontright_fisheye_image_0037.jpg,480,640,can,339,63,363,108
frontright_fisheye_image_0038.jpg,480,640,can,340,61,362,109
frontright_fisheye_image_0039.jpg,480,640,can,342,63,364,108
frontright_fisheye_image_0040.jpg,480,640,can,339,61,364,107
frontright_fisheye_image_0042.jpg,480,640,can,341,63,363,107
frontright_fisheye_image_0045.jpg,480,640,can,342,64,363,108
frontright_fisheye_image_0046.jpg,480,640,can,342,61,362,107
frontright_fisheye_image_0047.jpg,480,640,can,343,63,363,108
frontright_fisheye_image_0048.jpg,480,640,can,340,60,364,108
frontright_fisheye_image_0049.jpg,480,640,can,341,64,364,110
frontright_fisheye_image_0050.jpg,480,640,can,341,61,364,110
frontright_fisheye_image_0051.jpg,480,640,can,339,60,364,115
frontright_fisheye_image_0052.jpg,480,640,can,341,65,367,110
frontright_fisheye_image_0054.jpg,480,640,can,339,60,363,106
frontright_fisheye_image_0055.jpg,480,640,can,338,62,364,110
frontright_fisheye_image_0057.jpg,480,640,can,345,283,372,320
frontright_fisheye_image_0058.jpg,480,640,can,336,30,363,84
frontright_fisheye_image_0060.jpg,480,640,can,344,156,366,196
frontright_fisheye_image_0061.jpg,480,640,can,340,84,364,132
frontright_fisheye_image_0062.jpg,480,640,can,342,118,364,157
frontright_fisheye_image_0063.jpg,480,640,can,345,186,364,223
frontright_fisheye_image_0065.jpg,480,640,can,340,100,365,140
frontright_fisheye_image_0067.jpg,480,640,can,344,148,364,188
frontright_fisheye_image_0069.jpg,480,640,can,340,120,364,162
frontright_fisheye_image_0070.jpg,480,640,can,341,106,364,149
frontright_fisheye_image_0071.jpg,480,640,can,336,54,363,101
frontright_fisheye_image_0072.jpg,480,640,can,337,61,361,106
frontright_fisheye_image_0073.jpg,480,640,can,336,61,362,108
frontright_fisheye_image_0074.jpg,480,640,can,337,64,364,108
frontright_fisheye_image_0075.jpg,480,640,can,338,62,362,108
frontright_fisheye_image_0076.jpg,480,640,can,336,62,363,108
frontright_fisheye_image_0081.jpg,480,640,can,338,61,363,108
frontright_fisheye_image_0082.jpg,480,640,can,336,62,365,113
frontright_fisheye_image_0084.jpg,480,640,can,336,60,363,108
frontright_fisheye_image_0085.jpg,480,640,can,305,46,336,95
frontright_fisheye_image_0086.jpg,480,640,can,292,47,324,99
frontright_fisheye_image_0090.jpg,480,640,can,196,1,239,44
frontright_fisheye_image_0103.jpg,480,640,can,332,179,385,265
frontright_fisheye_image_0104.jpg,480,640,can,331,178,383,266
frontright_fisheye_image_0105.jpg,480,640,can,327,112,384,218
frontright_fisheye_image_0107.jpg,480,640,can,332,170,388,256
frontright_fisheye_image_0108.jpg,480,640,can,353,174,412,260
frontright_fisheye_image_0110.jpg,480,640,can,335,177,389,259
frontright_fisheye_image_0111.jpg,480,640,can,334,178,388,268
frontright_fisheye_image_0112.jpg,480,640,can,327,120,383,217
frontright_fisheye_image_0172.jpg,480,640,can,300,357,352,415
frontright_fisheye_image_0173.jpg,480,640,can,308,359,356,409
frontright_fisheye_image_0174.jpg,480,640,can,307,360,360,416
